label,text,class
spam,(광고)[이벤트] 몰테일 인기상품 이메일 구독 이벤트~!,1
spam,중요 메일메일 제목(광고) 갤럭시 S23 시리즈 4만원 한정특가! 지금 바로 확인하세요~,1
spam,"(광고)연진아, 오늘은 에세이를 써봤어 (feat. 오뚜기)
메일 수신을 원치 않으시면 [수신거부]를 클릭하십시오. ",1
spam,"(광고)라식/라섹이 99만원?! 최대 49% 특가 할인 이벤트안내
본 메일은 2020년 08월 12일에 my포텐 마케팅 및 제휴(보험·상조·렌탈)경품 이벤트에 참여하시고, 이메일 수신에 동의하신 고객님께 보내드립니다.
본 메일은 <개인정보보호법, 정보통신망 이용 촉진 및 정보 보호 등에 관한 법률>등 관계 법령을 준수합니다.
본 메일은 발신 전용으로 관리자에게 회신되지 않으므로 아래 문의 메일로 문의 주시기 바랍니다.",1
spam,"(광고) OOO님, 언젠간 해야 할 라식/라섹 수술이라면 49% 할인 받고하세요!새 창으로 메일 보기",1
spam,"(광고) ""지난주 1,058회 1등 20억/13명 당첨"" 이번주 꼭! '1등'에 당첨되셔서 대박나세요..",1
spam,"(광고) 달콤한 사과와 매콤한 떡볶이의 환상적인 조합 ""창영이 떡볶이X2팩"" 맛있게 드세요.",1
spam,"구글, 아마존, 넷플릭스가 원하는 인재란?
깔끔하게 웹으로 보고싶다면 눌러주세요!",1
spam,"(광고)[에듀윌] 봄이라서 준비해 봄! 참여하고 100% 선물 받자!
본 메일은 2023년 3월 27일 기준 메일수신 동의여부를 확인한 결과 동의하신 회원님께 보내는 메일입니다.
본 메일은 2023년 3월 13일 기준 메일수신 동의여부를 확인한 결과 동의하신 회원님께 보내는 메일입니다.",1
spam,"(광고)마라도 길고양이가 내쫓긴 사연
오늘의 뉴닉
우여곡절 끝에 국민의힘을 이끌 당대표가 뽑혔다는 소식과
우리나라 남쪽 끝 섬, 마라도에서 길고양이가 쫓겨난 사연 알아봤어요.",1
spam,"(광고)(기프티콘) 사회생활에 대한 본인의 생각을 공유해 주세요. (추첨통해 스타벅스 기프티콘 증정)
본 메일은 정보통신망법률 등 관련규정에 의거하여 2023. 3. 8 기준으로 메일 수신에 동의하신 회원님들을 대상으로 발송되었습니다..",1
spam,"[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [Crispin Hellion Glover...] 판매가 시작되었습니다.
시리즈/잡지 신상품 알림 서비스란?
시리즈의 최신상품, 잡지의 최신호 판매가 시작되면 알려드리는 서비스입니다. 나의 신청내역 보기",1
spam,"(광고) ""하늘안과 16주년 감사제"" 라식,라섹,노안,백내장,망막 합리적인 수술비용/환자별 맞춤진료!",1
spam,"[무료교육] 창업, 미리 준비하는 것이 성공창업의 길입니다",1
spam,"(광고) 갤럭시 S23 시리즈 4만원 한정특가! 지금 바로 확인하세요~
본 메일은 (주)엔비즈에서 시행하는 이벤트 참여자중 메일 받기를 동의하신 분들께 발송되는 메일 입니다.",1
spam,"먹고 싶은 음식을 할인받으세요.
즐거운 경기 관람을 위해 미리 준비하세요
시원한 음료와 맛있는 애피타이저를 문 앞으로 배달받고 좋아하는 팀 응원에만 집중하세요.지금 주문하기",1
spam,(광고)전기 기사 산업기사 필기 시험때...| 자격증 인기질문★TOP5,1
spam,"심플 피치/밸류 피치 운임이 최대 11% OFF 되는《11주년 기념 SALE》은 4일 23:59까지!
국제선 SALE은 4일 23:59까지!
심플 피치/밸류 피치 운임이 최대 11% OFF《11주년 기념 SALE》개최 중!
세일 종료임박.",1
spam,"(광고) 나이키 한정판 운동화 대량 입고 7,000원! ★실제 후기를 확인하세요★",1
spam,중요 메일메일 제목(광고)중요한 건 콕! 하려는 마음~ NH콕서포터즈2기 모집(~3월 13일 17시까지 접수),1
spam,(광고) ★지난주 1등 19억/14명 대박!!★ 당신도 가능합니다. 무료이벤트로 '꼭' 당첨되세요,1
spam,(광고)[3월 1주차] 대티즌 한주간의 최신 공모전,1
spam,"(광고) 박민경님, 언젠간 해야 할 라식/라섹 수술이라면 49% 할인 받고하세요!",1
spam,[한국보건복지인재원] 보건산업교육실 2월 교육안내,1
spam,(광고) 저희와 함께 봄바람을 타고 떠나보실래요?,1
spam,(광고) [한국전파진흥협회] 2023년 메타버스아카데미 2기 모집,1
spam,"(광고) 노안교정,백내장 지원자를 찾습니다~",1
spam,중요 메일메일 제목(광고) Apple Arcade 1개월 무료 체험을 시작하세요,1
spam,"박민경님, [신입] 국민가게 [다이소]▶초봉 4,000만원 60여개 채용정보!",1
spam,광고)까탈로그 아니면 이런 거 누가 알려줘?,1
spam,"(광고) ""하늘안과 16주년 감사제"" 라식,라섹,노안,백내장,망막 합리적인 수술비용/환자별 맞춤진료!",1
spam,[무료교육] 창업 지금부터 준비하셔야 노후가 편안합니다,1
spam,(광고) 갤럭시S23 폭탄 지원금 쏜다! 지금 바로 확인하세요~,1
spam,[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [Duster (더스터) - 4집 Toge...] 판매가 시작되었습니다.,1
spam,"다음 식사에 맛있는 혜택을 드립니다.
망설이지 말고 지금 할인 혜택을 받아보세요!",1
spam,(광고)(기프티콘) 긱워커 참여를 망설이는 이유는 무엇입니까? (추첨통해 스타벅스 기프티콘 증정),1
spam,(광고)NEW! [2월 3주차] 대티즌 한주간의 최신 공모전,1
spam,"중요 메일메일 제목[채용시작] 한국에스지에스 ㈜, 가장 먼저 확인하세요.",1
spam,(광고) ★지난주 1등 31억/9명 대박!!★ 당신도 가능합니다. 무료이벤트로 '꼭' 당첨되세요,1
spam,(광고)새롭게 돌아온 오드리책방 시즌5!,1
spam,"(광고) 이벤트 신청하시고 ""1등"" 당첨되셔서 2023년 새봄 꼭!! 대박나세요..행운은 꼭 찾아옵니다~",1
spam,"(광고) ""하늘안과 16주년 감사제"" 라식,라섹,노안,백내장,망막 합리적인 수술비용/환자별 맞춤진료!",1
spam,"(광고) ★사전예약 OPEN★ 갤럭시S23 ""선착순 할인가+사전예약 사은품 증정"" 상담신청하기",1
spam,"중요 메일메일 제목(광고) 박민경님께 라식 수술 49% 할인을 제공해드립니다.
메일은 2020년 08월 12일에 my포텐 마케팅 및 제휴(보험·상조·렌탈)경품 이벤트에 참여하시고, 이메일 수신에 동의하신 고객님께 보내드립니다.",1
spam,(광고)[이벤트] 2월 첫째주! 몰테일 할인 프로모션 만나보세요.,1
spam,[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [Yagami Junko (야가미 준코) ...] 판매가 시작되었습니다.새 창으로 메일 보기,1
spam,"[채용시작] 존슨앤드존슨, 가장 먼저 확인하세요
잡코리아에 매일 등록되는 채용정보를 놓치지 않고 받으실 수 있어요.",1
spam,(광고)★새봄 할인이벤트&적립금팍!팍!★따끈 따끈한 밥 한그릇과 맛있는 찌개 하나면 밥한그릇 뚝딱!!,1
spam,(광고)1/25일부터 기본강의만으로 동차준비 가능할까...| 공인중개사 인기질문★TOP5,1
spam,"밸류피치 운임 20% OFF!《얼리버드 SALE》
* 노선에 따라 탑승기간이 다릅니다.
항상 저희 Peach를 이용해 주셔서 감사합니다!
3월부터 10월까지 일본 여행을 저렴하게! 여행의 기본 옵션을 포함.",1
spam,"중요 메일메일 제목(광고) ""지난주 1등 23억/11명"" 당신에게도 ""꼭! 기회""는 찾아옵니다. 놓치지 마세요.",1
spam,[무료교육] 이런 아이템은 지금부터 시작하세요.,1
spam,"[채용시작] ㈜도드람푸드, 가장 먼저 확인하세요.",1
spam,중요 메일메일 제목(광고) 인생을 바꿔줄 이번주 1등 당첨!! 예상번호 실시간 무료받기!!,1
spam,"(광고) ★2023년 BIG찬스★ 갤럭시 ""Z플립4 99,000원"" 한정수량 단독특가",1
spam,중요 메일메일 제목[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [Kilo Kish (킬로 키쉬) - Am...] 판매가 시작되었습니다.,1
spam,[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [Desireless (디자이어레스) - ...] 판매가 시작되었습니다.,1
spam,"(광고) OOO님, 언젠간 해야 할 라식/라섹 수술이라면 49% 할인 받고하세요.",1
spam,00기업 초임연봉 700만원 인상 #현차 생산직 00이면 광탈일까요? #정유사 전망 걱정되는 이유 #한화토탈 vs 삼전 입사,1
spam,[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [바람 계곡의 나우시카 영화음악 (Naus...] 판매가 시작되었습니다.,1
spam,"(광고) S.I.VILLAGE가 제안하는 회원님만을 위한 AI 상품추천입니다.
기획전 대표 이미지
뉴이어 앱 챌린지
기획전 대표 이미지
비디비치와 함께 빛나는 새해 NEW YEAR GIFT
UP TO 74% OFF & GIFT
이벤트 더 보기
회원님 이런 상품은 어떠신가요?
[for women] 스웨이드 레더 미니 부츠 (클래식 울트라 미니)
브랜드관 바로가기검정색 화살표 아이콘
오직 시마을 앱에서만! 앱전용 10% 쿠폰 2종 받기
에스아이빌리지 10% 결제일 할인, 신세계인터내셔날 삼성카드
본 메일은 2023년 01월 20일 기준 이메일 수신에 동의한 회원님께 발송되었습니다",1
spam,(광고) OOO님께 라식 수술 49% 할인을 제공해드립니다.,1
spam,"(광고) ""지난주 1,050회 1등 17명"" 당신도 가능합니다!! 이번주 ""꼭"" 당첨되세요.",1
spam,(광고)언젠간 해야 할 라식/라섹 수술이라면 49% 할인 받고하세요!,1
spam,중요 메일메일 제목(광고) 고금리로 힘드시죠!! 금융사별 최저이율 찾아 맞춤 비교 해드립니다. '맞춤형안심대출' OK!!,1
ham,"""'아스달 연대기' 뇌안탈 후계자 송중기, 이아르크에 숨어들었다 [종합]""",0
ham,"‘섹션TV’ 유인나 “결혼은 3년 후쯤 했으면…노력해보겠다”",0
ham,"""""""마음 고생""""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""
",0
ham,"""이미자 탈세, 10년간 44억 넘는 소득 신고 누락…약 20억 세금 추가 납부""
",0
ham,"""유병재 매니저 """"서로 말 안한지 2년 됐다. 요즘 도티랑 일해"""" 서먹""
",0
ham,"""'연중' 故 전미선, 생전 마지막 미공개 인터뷰…환하게 웃는 모습 '먹먹'[종합]""
",0
ham,"""“안경 벗으면 차은우야”…‘한끼줍쇼’ 이경규, 성형 수술 후 자신감 [간밤TV]""",0
ham,"""'골목식당' 홍탁집 아들, 바지사장에서 진짜 사장으로...“요리가 재밌다” 새출발""",0
ham,"""[종합]""""20년째 열애"""" 오나라♥김도훈, 솔직해서 빛난 러브스토리""",0
ham,"""'전참시' 크러쉬, '부산의 아들' 강제 등극(ft.매니저父) [종합]""",0
ham,"""""""입장 밝혀라""""…트와이스 사나, 일왕 퇴위 심경글→박진영에 튄 불똥 [종합]
",0
ham,"""[POP이슈]""""사실무근"""" 'SKY캐슬' 측 '위올라이' 표절설 부인→여전히 '핫'(종합)""
""차태현·김준호, 내기 골프 의혹…'1박2일'에 이어지는 날벼락[종합]""
""송혜교 근황, 올블랙 카리스마""",0
ham,"""[공식] '뭉쳐야 찬다' 박태환, 용병으로 녹화 참여…""""11월 중 방송""""""",0
ham,"""[단독]""""미소가 닮았네""""..이승기X류이호, 첫 韓예능 호흡 어떨까(종합)""
",0
ham,"""'미스터 션샤인' 변요한, 김태리와 같은 양복 입고 학당 방문! 이유는?
",0
ham,[TV체크]‘하트시그널2’ 이상민 “임현주는 연애 지니어스,0
ham,김생민 영수증' 슬리피 전재산 7만원vs허세 명품중독[종합],0
ham,"""“죄책감·부끄럽다”..판빙빙, 탈세 4개월만 사과와 반성 ‘논란 일단락’(종합)[Oh!쎈 이슈]""",0
ham,"""""""몸 화났어?""""…현아♥던, '패왕색'도 닮아가나봐요 [★SHOT!]""",0
ham,"""'쇼미6' 케이케이 """"태국서 다이빙 사고로 목뼈 골절→전신마비 중태"""" 고백[전문]""",0
ham,"""""""母도 정신적 충격""""…구혜선, 안재현 '뒷담화→주취상태서 여성들과 긴밀 연락' 주장 [종합]""",0
ham,"""'골목식당' 장어집 사장, 이번엔 카톡 폭로…""""한 사람을 쓰레기로 만들어"""" [전문]""",0
ham,"""""""20억은 와전"""" 마이크로닷 큰아버지도 보증빚..'공소시효 남았다'(종합)[Oh!쎈 이슈]
",0
ham,"""‘나 혼자 산다’ 기안84, 패션 위크서 돌발행동 사과 “민폐네…” [간밤TV]",0
ham,[종합] '나혼산' 따라쟁이 장도연의 'Lonely Life'…손담비 '망손 탈출→댄스' 도전기,0
ham,"""류필립 친누나, 60일만에 '19kg 감량'…""""아침·저녁 매일 운동""""""",0
ham,"""‘효리네 민박2’ 소길리 음악감상실 오픈, 윤아는 왜 울었나""",0
ham,"""[TV톡톡] 양세형→조세호, 막내라인이 살아야 '무도'가 산다""",0
ham,"""[MBC 연예대상] 전현무, 올해의 예능인상 """"더 겸손한 MBC 아들 될 것""""""",0
ham,"""""""워너원 조작 멤버 1명""""…'프듀' 안PD·김CP, 대담한 전 시즌 조작 [종합]",0
