index,quality
882,2
883,2
884,2
885,3
886,2
887,3
888,3
889,2
890,3
891,3
892,3
893,2
894,2
895,2
896,3
897,3
898,3
899,3
900,3
901,3
902,2
903,3
904,3
905,3
906,3
907,3
908,2
909,3
910,3
911,3
912,2
913,3
914,3
915,3
916,3
917,3
918,2
919,2
920,3
921,3
922,3
923,3
924,3
925,2
926,3
927,2
928,3
929,3
930,2
931,3
932,3
933,3
934,3
935,3
936,2
937,3
938,0
939,3
940,2
941,3
942,3
943,2
944,4
945,3
946,3
947,2
948,3
949,3
950,3
951,4
952,2
953,3
954,2
955,3
956,3
957,3
958,3
959,3
960,2
961,2
962,2
963,2
964,3
965,2
966,2
967,3
968,2
969,3
970,3
971,3
972,3
973,3
974,3
975,2
976,3
977,3
978,3
979,3
980,2
981,3
982,3
983,2
984,2
985,3
986,3
987,2
988,2
989,2
990,3
991,3
992,3
993,3
994,3
995,3
996,3
997,2
998,3
999,3
