index,quality
882,5
883,5
884,5
885,3
886,3
887,6
888,7
889,5
890,6
891,6
892,3
893,5
894,5
895,5
896,6
897,6
898,6
899,3
900,3
901,6
902,5
903,6
904,6
905,3
906,5
907,7
908,5
909,3
910,3
911,5
912,5
913,6
914,6
915,7
916,7
917,6
918,5
919,5
920,6
921,6
922,3
923,3
924,3
925,5
926,6
927,5
928,6
929,3
930,5
931,5
932,3
933,6
934,3
935,5
936,5
937,6
938,4
939,6
940,5
941,6
942,6
943,5
944,3
945,5
946,6
947,3
948,6
949,6
950,6
951,8
952,5
953,6
954,3
955,7
956,3
957,7
958,6
959,6
960,5
961,5
962,5
963,5
964,6
965,5
966,5
967,5
968,5
969,7
970,6
971,3
972,7
973,6
974,6
975,5
976,7
977,6
978,6
979,6
980,3
981,3
982,6
983,3
984,5
985,6
986,6
987,5
988,5
989,5
990,6
991,6
992,6
993,6
994,3
995,5
996,5
997,5
998,6
999,6
