index,quality
258,6
259,6
260,7
261,6
262,6
263,7
264,5
265,5
266,6
267,5
268,6
269,6
270,6
271,4
272,6
273,5
274,6
275,5
276,7
277,7
278,5
279,6
280,6
281,6
282,6
283,5
284,7
285,7
286,5
287,6
288,6
289,6
290,5
291,5
292,5
293,6
294,5
295,7
296,8
297,6
298,5
299,8
300,6
301,5
302,5
303,5
304,6
305,5
306,5
307,7
308,5
309,5
310,6
311,5
312,6
313,6
314,5
315,6
316,6
317,5
318,6
319,5
320,6
321,5
322,5
323,5
324,5
325,6
326,6
327,7
328,6
329,6
330,6
331,6
332,6
333,6
334,5
335,7
336,6
337,6
338,6
339,6
340,5
341,6
342,6
343,6
344,5
345,6
346,6
347,6
348,5
349,6
350,5
351,6
352,5
353,6
354,6
355,5
356,5
357,6
358,6
359,6
360,5
361,6
362,6
363,8
364,6
365,6
366,5
367,5
368,7
369,6
370,6
371,5
372,5
373,6
374,6
375,6
376,5
377,6
378,6
379,5
380,8
381,6
382,7
383,7
384,5
385,6
386,6
387,5
388,6
389,6
390,6
391,6
392,7
393,5
394,5
395,6
396,5
397,7
398,7
399,5
400,7
401,5
402,6
403,6
404,7
405,5
406,6
407,5
408,7
409,6
410,6
411,6
412,6
413,5
414,6
415,7
416,6
417,6
418,5
419,6
420,6
421,7
422,5
423,6
424,5
425,6
426,6
427,6
428,5
429,6
430,7
431,6
432,5
433,7
434,6
435,6
436,6
437,5
438,5
439,5
440,5
441,7
442,6
443,6
444,6
445,6
446,6
447,5
448,5
449,6
450,6
451,6
452,5
453,7
454,6
455,5
456,7
457,5
458,6
459,5
460,5
461,6
462,5
463,5
464,5
465,6
466,6
467,6
468,6
469,5
470,6
471,5
472,5
473,5
474,5
475,6
476,6
477,8
478,7
479,6
480,6
481,7
482,6
483,5
484,7
485,5
486,5
487,6
488,5
489,6
490,6
491,6
492,5
493,7
494,5
495,6
496,6
497,5
498,6
499,6
500,6
501,6
502,7
503,7
504,6
505,5
506,6
507,6
508,6
509,8
510,5
511,3
512,6
513,6
514,5
515,5
516,5
517,6
518,6
519,5
520,5
521,5
522,5
523,6
524,6
525,5
526,7
527,6
528,5
529,6
530,5
531,5
532,6
533,6
534,6
535,6
536,6
537,6
538,5
539,5
540,6
541,5
542,7
543,5
544,6
545,6
546,7
547,5
548,6
549,7
550,6
551,7
552,6
553,6
554,5
555,6
556,5
557,6
558,6
559,6
560,5
561,5
562,6
563,6
564,6
565,6
566,6
567,8
568,6
569,5
570,6
571,6
572,5
573,6
574,6
575,5
576,5
577,5
578,5
579,6
580,7
581,6
582,5
583,5
584,6
585,6
586,7
587,7
588,6
589,7
590,7
591,5
592,6
593,6
594,5
595,5
596,6
597,6
598,6
599,6
600,6
601,6
602,8
603,7
604,5
605,6
606,5
607,5
608,7
609,6
610,8
611,5
612,6
613,6
614,6
615,6
616,5
617,6
618,6
619,6
620,6
621,6
622,6
623,6
624,5
625,6
626,5
627,6
628,5
629,6
630,5
631,6
632,6
633,5
634,6
635,7
636,5
637,6
638,7
639,5
640,5
641,6
642,6
643,6
644,5
645,6
646,6
647,5
648,6
649,5
650,6
651,5
652,6
653,7
654,6
655,5
656,6
657,6
658,6
659,5
660,7
661,6
662,6
663,5
664,6
665,6
666,7
667,5
668,6
669,5
670,7
671,6
672,6
673,6
674,6
675,5
676,6
677,6
678,7
679,7
680,6
681,6
682,7
683,5
684,7
685,8
686,6
687,6
688,5
689,6
690,7
691,6
692,5
693,6
694,6
695,6
696,6
697,6
698,5
699,5
700,6
701,5
702,6
703,5
704,5
705,6
706,6
707,7
708,5
709,5
710,6
711,5
712,6
713,5
714,7
715,6
716,5
717,6
718,5
719,6
720,5
721,6
722,7
723,6
724,5
725,6
726,6
727,5
728,7
729,6
730,4
731,6
732,5
733,5
734,7
735,6
736,5
737,7
738,6
739,5
740,6
741,6
742,6
743,5
744,6
745,6
746,7
747,6
748,6
749,6
750,6
751,6
752,6
753,6
754,6
755,7
756,5
757,6
758,5
759,6
760,5
761,6
762,6
763,7
764,6
765,6
766,6
767,6
768,6
769,6
770,6
771,5
772,6
773,5
774,6
775,6
776,6
777,5
778,6
779,5
780,6
781,5
782,5
783,5
784,5
785,5
786,5
787,5
788,6
789,7
790,5
791,6
792,6
793,6
794,6
795,6
796,6
797,5
798,6
799,6
800,5
801,6
802,6
803,6
804,5
805,7
806,5
807,7
808,7
809,6
810,6
811,7
812,5
813,6
814,7
815,5
816,6
817,6
818,5
819,5
820,7
821,6
822,4
823,5
824,8
825,6
826,6
827,5
828,6
829,6
830,5
831,6
832,6
833,5
834,7
835,6
836,5
837,7
838,5
839,5
840,5
841,5
842,6
843,6
844,6
845,5
846,6
847,7
848,6
849,6
850,5
851,7
852,6
853,6
854,5
855,5
856,6
857,6
858,5
859,5
860,5
861,5
862,6
863,5
864,6
865,6
866,5
867,7
868,6
869,6
870,7
871,7
872,7
873,7
874,5
875,5
876,6
877,5
878,6
879,6
880,4
881,6
882,5
883,5
884,5
885,6
886,5
887,6
888,7
889,5
890,5
891,6
892,6
893,5
894,6
895,6
896,5
897,6
898,6
899,7
900,6
901,6
902,5
903,7
904,5
905,6
906,6
907,7
908,5
909,6
910,7
911,6
912,5
913,6
914,6
915,8
916,6
917,6
918,5
919,5
920,6
921,6
922,6
923,6
924,6
925,5
926,6
927,5
928,5
929,5
930,5
931,5
932,6
933,6
934,5
935,6
936,5
937,6
938,5
939,7
940,5
941,6
942,6
943,6
944,8
945,6
946,6
947,5
948,6
949,6
950,6
951,8
952,6
953,6
954,5
955,6
956,6
957,7
958,6
959,6
960,6
961,6
962,5
963,5
964,5
965,5
966,6
967,5
968,5
969,7
970,6
971,6
972,7
973,6
974,6
975,5
976,7
977,6
978,6
979,6
980,5
981,5
982,5
983,5
984,6
985,6
986,6
987,5
988,5
989,6
990,6
991,6
992,6
993,6
994,7
995,5
996,6
997,5
998,6
999,6
