연도,일시,측정소,PM2.5
4.0,01-10 08:00,공주,0.11874747
4.0,01-10 09:00,공주,0.11863473
4.0,01-10 10:00,공주,0.118521824
4.0,01-10 11:00,공주,0.11840896
4.0,01-10 12:00,공주,0.118296236
4.0,01-10 13:00,공주,0.1181833
4.0,01-10 14:00,공주,0.11807045
4.0,01-10 15:00,공주,0.11795764
4.0,01-10 16:00,공주,0.117844746
4.0,01-10 17:00,공주,0.11773187
4.0,01-10 18:00,공주,0.11761893
4.0,01-10 19:00,공주,0.11750606
4.0,01-10 20:00,공주,0.11739303
4.0,01-10 21:00,공주,0.11728011
4.0,01-10 22:00,공주,0.117167294
4.0,01-10 23:00,공주,0.11705427
4.0,01-13 00:00,공주,0.11694126
4.0,01-13 01:00,공주,0.11682838
4.0,01-13 02:00,공주,0.11671536
4.0,01-13 03:00,공주,0.116602466
4.0,01-13 04:00,공주,0.11648944
4.0,01-13 05:00,공주,0.11637655
4.0,01-13 06:00,공주,0.116263494
4.0,01-13 07:00,공주,0.11615041
4.0,01-13 08:00,공주,0.1160375
4.0,01-13 09:00,공주,0.11592442
4.0,01-13 10:00,공주,0.1158115
4.0,01-13 11:00,공주,0.11569847
4.0,01-13 12:00,공주,0.115585536
4.0,01-13 13:00,공주,0.11547242
4.0,01-13 14:00,공주,0.11535935
4.0,01-13 15:00,공주,0.115246505
4.0,01-13 16:00,공주,0.11513336
4.0,01-13 17:00,공주,0.11502041
4.0,01-13 18:00,공주,0.11490728
4.0,01-13 19:00,공주,0.114794254
4.0,01-13 20:00,공주,0.11468127
4.0,01-13 21:00,공주,0.11456819
4.0,01-13 22:00,공주,0.114455074
4.0,01-13 23:00,공주,0.11434208
4.0,01-14 00:00,공주,0.11422899
4.0,01-14 01:00,공주,0.11411607
4.0,01-14 02:00,공주,0.11400294
4.0,01-14 03:00,공주,0.11389001
4.0,01-14 04:00,공주,0.11377689
4.0,01-14 05:00,공주,0.11366381
4.0,01-14 06:00,공주,0.11355081
4.0,01-14 07:00,공주,0.11343782
4.0,01-14 08:00,공주,0.11332485
4.0,01-14 09:00,공주,0.11321172
4.0,01-14 10:00,공주,0.11309871
4.0,01-14 11:00,공주,0.112985715
4.0,01-14 12:00,공주,0.11287263
4.0,01-14 13:00,공주,0.112759635
4.0,01-14 14:00,공주,0.11264667
4.0,01-14 15:00,공주,0.112533614
4.0,01-14 16:00,공주,0.11242062
4.0,01-14 17:00,공주,0.11230761
4.0,01-14 18:00,공주,0.11219461
4.0,01-14 19:00,공주,0.11208163
4.0,01-14 20:00,공주,0.11196861
4.0,01-14 21:00,공주,0.11185567
4.0,01-14 22:00,공주,0.111742705
4.0,01-14 23:00,공주,0.111629814
4.0,01-15 00:00,공주,0.11151673
4.0,01-15 01:00,공주,0.11140382
4.0,01-15 02:00,공주,0.11129089
4.0,01-15 03:00,공주,0.11117801
4.0,01-15 04:00,공주,0.11106503
4.0,01-15 05:00,공주,0.110952154
4.0,01-15 06:00,공주,0.11083934
4.0,01-15 07:00,공주,0.11072636
4.0,01-15 08:00,공주,0.11061345
4.0,01-15 09:00,공주,0.11050056
4.0,01-15 10:00,공주,0.11038771
4.0,01-15 11:00,공주,0.11027485
4.0,01-15 12:00,공주,0.110162005
4.0,01-15 13:00,공주,0.11004914
4.0,01-15 14:00,공주,0.10993637
4.0,01-15 15:00,공주,0.10982357
4.0,01-15 16:00,공주,0.10971072
4.0,01-15 17:00,공주,0.109597966
4.0,01-15 18:00,공주,0.109485134
4.0,01-15 19:00,공주,0.10937239
4.0,01-15 20:00,공주,0.10925971
4.0,01-15 21:00,공주,0.10914704
4.0,01-15 22:00,공주,0.109034166
4.0,01-15 23:00,공주,0.10892153
4.0,01-18 00:00,공주,0.108808845
4.0,01-18 01:00,공주,0.10869616
4.0,01-18 02:00,공주,0.108583555
4.0,01-18 03:00,공주,0.10847084
4.0,01-18 04:00,공주,0.10835832
4.0,01-18 05:00,공주,0.10824567
4.0,01-18 06:00,공주,0.10813306
4.0,01-18 07:00,공주,0.10802047
4.0,01-18 08:00,공주,0.107907936
4.0,01-18 09:00,공주,0.10779542
4.0,01-18 10:00,공주,0.10768296
4.0,01-18 11:00,공주,0.10757047
4.0,01-18 12:00,공주,0.107457876
4.0,01-18 13:00,공주,0.10734545
4.0,01-18 14:00,공주,0.10723296
4.0,01-18 15:00,공주,0.10712065
4.0,01-18 16:00,공주,0.10700819
4.0,01-18 17:00,공주,0.106895894
4.0,01-18 18:00,공주,0.106783494
4.0,01-18 19:00,공주,0.106671095
4.0,01-18 20:00,공주,0.10655886
4.0,01-18 21:00,공주,0.10644658
4.0,01-18 22:00,공주,0.106334314
4.0,01-18 23:00,공주,0.10622203
4.0,01-19 00:00,공주,0.10610984
4.0,01-19 01:00,공주,0.10599765
4.0,01-19 02:00,공주,0.105885446
4.0,01-19 03:00,공주,0.105773255
4.0,01-19 04:00,공주,0.10566123
4.0,01-19 05:00,공주,0.10554904
4.0,01-19 06:00,공주,0.10543698
4.0,01-19 07:00,공주,0.105324954
4.0,01-19 08:00,공주,0.10521296
4.0,01-19 09:00,공주,0.10510096
4.0,01-19 10:00,공주,0.10498896
4.0,01-19 11:00,공주,0.104877055
4.0,01-19 12:00,공주,0.10476509
4.0,01-19 13:00,공주,0.104653284
4.0,01-19 14:00,공주,0.10454139
4.0,01-19 15:00,공주,0.10442963
4.0,01-19 16:00,공주,0.10431783
4.0,01-19 17:00,공주,0.104205996
4.0,01-19 18:00,공주,0.10409424
4.0,01-19 19:00,공주,0.10398249
4.0,01-19 20:00,공주,0.10387092
4.0,01-19 21:00,공주,0.10375926
4.0,01-19 22:00,공주,0.10364768
4.0,01-19 23:00,공주,0.10353608
4.0,01-20 00:00,공주,0.10342443
4.0,01-20 01:00,공주,0.10331287
4.0,01-20 02:00,공주,0.10320144
4.0,01-20 03:00,공주,0.10308999
4.0,01-20 04:00,공주,0.10297861
4.0,01-20 05:00,공주,0.1028672
4.0,01-20 06:00,공주,0.10275584
4.0,01-20 07:00,공주,0.10264457
4.0,01-20 08:00,공주,0.10253323
4.0,01-20 09:00,공주,0.102422066
4.0,01-20 10:00,공주,0.1023108
4.0,01-20 11:00,공주,0.102199666
4.0,01-20 12:00,공주,0.10208846
4.0,01-20 13:00,공주,0.10197733
4.0,01-20 14:00,공주,0.10186634
4.0,01-20 15:00,공주,0.101755254
4.0,01-20 16:00,공주,0.101644315
4.0,01-20 17:00,공주,0.10153334
4.0,01-20 18:00,공주,0.1014225
4.0,01-20 19:00,공주,0.10131154
4.0,01-20 20:00,공주,0.101200745
4.0,01-20 21:00,공주,0.101089895
4.0,01-20 22:00,공주,0.10097923
4.0,01-20 23:00,공주,0.10086836
4.0,01-23 00:00,공주,0.10075779
4.0,01-23 01:00,공주,0.10064708
4.0,01-23 02:00,공주,0.100536615
4.0,01-23 03:00,공주,0.10042608
4.0,01-23 04:00,공주,0.100315526
4.0,01-23 05:00,공주,0.100205116
4.0,01-23 06:00,공주,0.10009467
4.0,01-23 07:00,공주,0.09998428
4.0,01-23 08:00,공주,0.099873945
4.0,01-23 09:00,공주,0.09976371
4.0,01-23 10:00,공주,0.09965344
4.0,01-23 11:00,공주,0.09954322
4.0,01-23 12:00,공주,0.099433094
4.0,01-23 13:00,공주,0.099323004
4.0,01-23 14:00,공주,0.09921297
4.0,01-23 15:00,공주,0.09910291
4.0,01-23 16:00,공주,0.09899304
4.0,01-23 17:00,공주,0.09888299
4.0,01-23 18:00,공주,0.09877318
4.0,01-23 19:00,공주,0.09866333
4.0,01-23 20:00,공주,0.09855365
4.0,01-23 21:00,공주,0.09844389
4.0,01-23 22:00,공주,0.09833425
4.0,01-23 23:00,공주,0.09822463
4.0,01-24 00:00,공주,0.098115034
4.0,01-24 01:00,공주,0.09800554
4.0,01-24 02:00,공주,0.09789604
4.0,01-24 03:00,공주,0.09778671
4.0,01-24 04:00,공주,0.09767728
4.0,01-24 05:00,공주,0.09756794
4.0,01-24 06:00,공주,0.09745878
4.0,01-24 07:00,공주,0.09734949
4.0,01-24 08:00,공주,0.09724042
4.0,01-24 09:00,공주,0.09713125
4.0,01-24 10:00,공주,0.09702227
4.0,01-24 11:00,공주,0.09691327
4.0,01-24 12:00,공주,0.0968044
4.0,01-24 13:00,공주,0.09669553
4.0,01-24 14:00,공주,0.09658665
4.0,01-24 15:00,공주,0.09647785
4.0,01-24 16:00,공주,0.096369214
4.0,01-24 17:00,공주,0.09626049
4.0,01-24 18:00,공주,0.09615201
4.0,01-24 19:00,공주,0.09604344
4.0,01-24 20:00,공주,0.095935
4.0,01-24 21:00,공주,0.09582662
4.0,01-24 22:00,공주,0.0957181
4.0,01-24 23:00,공주,0.09560989
4.0,01-25 00:00,공주,0.095501654
4.0,01-25 01:00,공주,0.095393516
4.0,01-25 02:00,공주,0.095285356
4.0,01-25 03:00,공주,0.09517739
4.0,01-25 04:00,공주,0.095069416
4.0,01-25 05:00,공주,0.09496136
4.0,01-25 06:00,공주,0.094853595
4.0,01-25 07:00,공주,0.0947458
4.0,01-25 08:00,공주,0.094638124
4.0,01-25 09:00,공주,0.09453041
4.0,01-25 10:00,공주,0.09442275
4.0,01-25 11:00,공주,0.094315164
4.0,01-25 12:00,공주,0.09420784
4.0,01-25 13:00,공주,0.094100334
4.0,01-25 14:00,공주,0.09399308
4.0,01-25 15:00,공주,0.09388576
4.0,01-25 16:00,공주,0.093778625
4.0,01-25 17:00,공주,0.093671426
4.0,01-25 18:00,공주,0.093564264
4.0,01-25 19:00,공주,0.09345736
4.0,01-25 20:00,공주,0.09335037
4.0,01-25 21:00,공주,0.09324362
4.0,01-25 22:00,공주,0.093136705
4.0,01-25 23:00,공주,0.093030065
4.0,01-28 00:00,공주,0.09292345
4.0,01-28 01:00,공주,0.09281678
4.0,01-28 02:00,공주,0.09271027
4.0,01-28 03:00,공주,0.09260383
4.0,01-28 04:00,공주,0.09249751
4.0,01-28 05:00,공주,0.092391156
4.0,01-28 06:00,공주,0.092284895
4.0,01-28 07:00,공주,0.09217883
4.0,01-28 08:00,공주,0.09207271
4.0,01-28 09:00,공주,0.09196669
4.0,01-28 10:00,공주,0.09186084
4.0,01-28 11:00,공주,0.09175494
4.0,01-28 12:00,공주,0.091649204
4.0,01-28 13:00,공주,0.09154351
4.0,01-28 14:00,공주,0.09143796
4.0,01-28 15:00,공주,0.09133232
4.0,01-28 16:00,공주,0.09122678
4.0,01-28 17:00,공주,0.09112157
4.0,01-28 18:00,공주,0.091016196
4.0,01-28 19:00,공주,0.09091101
4.0,01-28 20:00,공주,0.09080581
4.0,01-28 21:00,공주,0.09070085
4.0,01-28 22:00,공주,0.090595745
4.0,01-28 23:00,공주,0.09049086
4.0,01-29 00:00,공주,0.09038604
4.0,01-29 01:00,공주,0.09028124
4.0,01-29 02:00,공주,0.09017665
4.0,01-29 03:00,공주,0.09007207
4.0,01-29 04:00,공주,0.08996749
4.0,01-29 05:00,공주,0.08986314
4.0,01-29 06:00,공주,0.0897588
4.0,01-29 07:00,공주,0.08965458
4.0,01-29 08:00,공주,0.089550376
4.0,01-29 09:00,공주,0.08944629
4.0,01-29 10:00,공주,0.089342296
4.0,01-29 11:00,공주,0.08923844
4.0,01-29 12:00,공주,0.08913461
4.0,01-29 13:00,공주,0.089030944
4.0,01-29 14:00,공주,0.08892731
4.0,01-29 15:00,공주,0.08882368
4.0,01-29 16:00,공주,0.088720195
4.0,01-29 17:00,공주,0.08861687
4.0,01-29 18:00,공주,0.088513546
4.0,01-29 19:00,공주,0.08841045
4.0,01-29 20:00,공주,0.088307336
4.0,01-29 21:00,공주,0.08820432
4.0,01-29 22:00,공주,0.08810141
4.0,01-29 23:00,공주,0.08799857
4.0,01-30 00:00,공주,0.0878958
4.0,01-30 01:00,공주,0.08779323
4.0,01-30 02:00,공주,0.08769062
4.0,01-30 03:00,공주,0.087588206
4.0,01-30 04:00,공주,0.0874858
4.0,01-30 05:00,공주,0.08738354
4.0,01-30 06:00,공주,0.087281376
4.0,01-30 07:00,공주,0.08717928
4.0,01-30 08:00,공주,0.087077335
4.0,01-30 09:00,공주,0.086975455
4.0,01-30 10:00,공주,0.08687366
4.0,01-30 11:00,공주,0.086772
4.0,01-30 12:00,공주,0.0866704
4.0,01-30 13:00,공주,0.08656888
4.0,01-30 14:00,공주,0.08646751
4.0,01-30 15:00,공주,0.086366184
4.0,01-30 16:00,공주,0.08626501
4.0,01-30 17:00,공주,0.08616396
4.0,01-30 18:00,공주,0.086063
4.0,01-30 19:00,공주,0.085962
4.0,01-30 20:00,공주,0.085861236
4.0,01-30 21:00,공주,0.08576058
4.0,01-30 22:00,공주,0.085660025
4.0,01-30 23:00,공주,0.08555952
4.0,02-02 00:00,공주,0.08545921
4.0,02-02 01:00,공주,0.08535894
4.0,02-02 02:00,공주,0.085258655
4.0,02-02 03:00,공주,0.08515865
4.0,02-02 04:00,공주,0.08505869
4.0,02-02 05:00,공주,0.0849588
4.0,02-02 06:00,공주,0.084859066
4.0,02-02 07:00,공주,0.08475947
4.0,02-02 08:00,공주,0.08465998
4.0,02-02 09:00,공주,0.084560476
4.0,02-02 10:00,공주,0.0844612
4.0,02-02 11:00,공주,0.08436203
4.0,02-02 12:00,공주,0.084262915
4.0,02-02 13:00,공주,0.08416401
4.0,02-02 14:00,공주,0.08406508
4.0,02-02 15:00,공주,0.08396635
4.0,02-02 16:00,공주,0.08386762
4.0,02-02 17:00,공주,0.08376916
4.0,02-02 18:00,공주,0.08367069
4.0,02-02 19:00,공주,0.08357239
4.0,02-02 20:00,공주,0.08347418
4.0,02-02 21:00,공주,0.08337611
4.0,02-02 22:00,공주,0.08327819
4.0,02-02 23:00,공주,0.08318021
4.0,02-03 00:00,공주,0.08308249
4.0,02-03 01:00,공주,0.0829849
4.0,02-03 02:00,공주,0.08288739
4.0,02-03 03:00,공주,0.082790054
4.0,02-03 04:00,공주,0.08269276
4.0,02-03 05:00,공주,0.08259562
4.0,02-03 06:00,공주,0.08249856
4.0,02-03 07:00,공주,0.08240162
4.0,02-03 08:00,공주,0.08230486
4.0,02-03 09:00,공주,0.082208246
4.0,02-03 10:00,공주,0.082111716
4.0,02-03 11:00,공주,0.0820152
4.0,02-03 12:00,공주,0.08191891
4.0,02-03 13:00,공주,0.08182269
4.0,02-03 14:00,공주,0.081726596
4.0,02-03 15:00,공주,0.08163072
4.0,02-03 16:00,공주,0.08153488
4.0,02-03 17:00,공주,0.08143918
4.0,02-03 18:00,공주,0.081343606
4.0,02-03 19:00,공주,0.08124815
4.0,02-03 20:00,공주,0.08115281
4.0,02-03 21:00,공주,0.08105767
4.0,02-03 22:00,공주,0.08096257
4.0,02-03 23:00,공주,0.08086766
4.0,02-04 00:00,공주,0.08077285
4.0,02-04 01:00,공주,0.08067821
4.0,02-04 02:00,공주,0.08058365
4.0,02-04 03:00,공주,0.080489144
4.0,02-04 04:00,공주,0.08039488
4.0,02-04 05:00,공주,0.08030076
4.0,02-04 06:00,공주,0.08020674
4.0,02-04 07:00,공주,0.0801128
4.0,02-04 08:00,공주,0.08001907
4.0,02-04 09:00,공주,0.07992543
4.0,02-04 10:00,공주,0.07983185
4.0,02-04 11:00,공주,0.0797385
4.0,02-04 12:00,공주,0.07964523
4.0,02-04 13:00,공주,0.079552144
4.0,02-04 14:00,공주,0.07945919
4.0,02-04 15:00,공주,0.0793664
4.0,02-04 16:00,공주,0.0792737
4.0,02-04 17:00,공주,0.07918106
4.0,02-04 18:00,공주,0.07908867
4.0,02-04 19:00,공주,0.078996435
4.0,02-04 20:00,공주,0.078904316
4.0,02-04 21:00,공주,0.07881227
4.0,02-04 22:00,공주,0.07872039
4.0,02-04 23:00,공주,0.07862872
4.0,02-07 00:00,공주,0.07853706
4.0,02-07 01:00,공주,0.07844563
4.0,02-07 02:00,공주,0.078354314
4.0,02-07 03:00,공주,0.07826319
4.0,02-07 04:00,공주,0.07817216
4.0,02-07 05:00,공주,0.07808128
4.0,02-07 06:00,공주,0.07799055
4.0,02-07 07:00,공주,0.07789992
4.0,02-07 08:00,공주,0.07780947
4.0,02-07 09:00,공주,0.07771915
4.0,02-07 10:00,공주,0.07762903
4.0,02-07 11:00,공주,0.07753903
4.0,02-07 12:00,공주,0.07744922
4.0,02-07 13:00,공주,0.07735947
4.0,02-07 14:00,공주,0.07726984
4.0,02-07 15:00,공주,0.07718043
4.0,02-07 16:00,공주,0.0770912
4.0,02-07 17:00,공주,0.07700208
4.0,02-07 18:00,공주,0.07691312
4.0,02-07 19:00,공주,0.07682428
4.0,02-07 20:00,공주,0.07673563
4.0,02-07 21:00,공주,0.0766471
4.0,02-07 22:00,공주,0.07655874
4.0,02-07 23:00,공주,0.07647051
4.0,02-08 00:00,공주,0.07638244
4.0,02-08 01:00,공주,0.07629457
4.0,02-08 02:00,공주,0.07620683
4.0,02-08 03:00,공주,0.0761192
4.0,02-08 04:00,공주,0.07603179
4.0,02-08 05:00,공주,0.07594444
4.0,02-08 06:00,공주,0.07585733
4.0,02-08 07:00,공주,0.07577036
4.0,02-08 08:00,공주,0.075683534
4.0,02-08 09:00,공주,0.07559687
4.0,02-08 10:00,공주,0.07551041
4.0,02-08 11:00,공주,0.075424045
4.0,02-08 12:00,공주,0.07533784
4.0,02-08 13:00,공주,0.07525189
4.0,02-08 14:00,공주,0.07516599
4.0,02-08 15:00,공주,0.075080395
4.0,02-08 16:00,공주,0.07499482
4.0,02-08 17:00,공주,0.07490943
4.0,02-08 18:00,공주,0.07482417
4.0,02-08 19:00,공주,0.07473917
4.0,02-08 20:00,공주,0.074654296
4.0,02-08 21:00,공주,0.07456957
4.0,02-08 22:00,공주,0.07448505
4.0,02-08 23:00,공주,0.07440065
4.0,02-09 00:00,공주,0.07431641
4.0,02-09 01:00,공주,0.074232325
4.0,02-09 02:00,공주,0.074148506
4.0,02-09 03:00,공주,0.07406476
4.0,02-09 04:00,공주,0.07398124
4.0,02-09 05:00,공주,0.07389785
4.0,02-09 06:00,공주,0.073814645
4.0,02-09 07:00,공주,0.07373159
4.0,02-09 08:00,공주,0.073648766
4.0,02-09 09:00,공주,0.07356602
4.0,02-09 10:00,공주,0.07348351
4.0,02-09 11:00,공주,0.07340114
4.0,02-09 12:00,공주,0.07331899
4.0,02-09 13:00,공주,0.07323699
4.0,02-09 14:00,공주,0.073155135
4.0,02-09 15:00,공주,0.07307351
4.0,02-09 16:00,공주,0.07299203
4.0,02-09 17:00,공주,0.072910726
4.0,02-09 18:00,공주,0.072829604
4.0,02-09 19:00,공주,0.07274866
4.0,02-09 20:00,공주,0.07266791
4.0,02-09 21:00,공주,0.07258728
4.0,02-09 22:00,공주,0.07250686
4.0,02-09 23:00,공주,0.07242663
4.0,02-12 00:00,공주,0.0723466
4.0,02-12 01:00,공주,0.07226673
4.0,02-12 02:00,공주,0.072187066
4.0,02-12 03:00,공주,0.07210752
4.0,02-12 04:00,공주,0.07202819
4.0,02-12 05:00,공주,0.07194902
4.0,02-12 06:00,공주,0.07187006
4.0,02-12 07:00,공주,0.071791306
4.0,02-12 08:00,공주,0.07171267
4.0,02-12 09:00,공주,0.07163431
4.0,02-12 10:00,공주,0.071556106
4.0,02-12 11:00,공주,0.071478084
4.0,02-12 12:00,공주,0.07140021
4.0,02-12 13:00,공주,0.07132259
4.0,02-12 14:00,공주,0.07124506
4.0,02-12 15:00,공주,0.07116775
4.0,02-12 16:00,공주,0.07109071
4.0,02-12 17:00,공주,0.07101378
4.0,02-12 18:00,공주,0.07093704
4.0,02-12 19:00,공주,0.07086055
4.0,02-12 20:00,공주,0.070784196
4.0,02-12 21:00,공주,0.070708066
4.0,02-12 22:00,공주,0.0706321
4.0,02-12 23:00,공주,0.07055645
4.0,02-13 00:00,공주,0.07048082
4.0,02-13 01:00,공주,0.07040541
4.0,02-13 02:00,공주,0.07033029
4.0,02-13 03:00,공주,0.070255294
4.0,02-13 04:00,공주,0.07018055
4.0,02-13 05:00,공주,0.07010594
4.0,02-13 06:00,공주,0.07003161
4.0,02-13 07:00,공주,0.069957376
4.0,02-13 08:00,공주,0.06988338
4.0,02-13 09:00,공주,0.069809616
4.0,02-13 10:00,공주,0.06973603
4.0,02-13 11:00,공주,0.069662586
4.0,02-13 12:00,공주,0.069589406
4.0,02-13 13:00,공주,0.06951642
4.0,02-13 14:00,공주,0.06944367
4.0,02-13 15:00,공주,0.06937106
4.0,02-13 16:00,공주,0.069298714
4.0,02-13 17:00,공주,0.0692265
4.0,02-13 18:00,공주,0.069154546
4.0,02-13 19:00,공주,0.0690828
4.0,02-13 20:00,공주,0.06901121
4.0,02-13 21:00,공주,0.06893988
4.0,02-13 22:00,공주,0.0688687
4.0,02-13 23:00,공주,0.06879778
4.0,02-14 00:00,공주,0.06872709
4.0,02-14 01:00,공주,0.068656534
4.0,02-14 02:00,공주,0.068586245
4.0,02-14 03:00,공주,0.06851612
4.0,02-14 04:00,공주,0.06844626
4.0,02-14 05:00,공주,0.06837657
4.0,02-14 06:00,공주,0.06830707
4.0,02-14 07:00,공주,0.068237886
4.0,02-14 08:00,공주,0.068168774
4.0,02-14 09:00,공주,0.06809996
4.0,02-14 10:00,공주,0.068031356
4.0,02-14 11:00,공주,0.06796293
4.0,02-14 12:00,공주,0.06789471
4.0,02-14 13:00,공주,0.06782675
4.0,02-14 14:00,공주,0.06775902
4.0,02-14 15:00,공주,0.06769149
4.0,02-14 16:00,공주,0.06762417
4.0,02-14 17:00,공주,0.06755708
4.0,02-14 18:00,공주,0.067490205
4.0,02-14 19:00,공주,0.06742352
4.0,02-14 20:00,공주,0.06735712
4.0,02-14 21:00,공주,0.06729084
4.0,02-14 22:00,공주,0.067224845
4.0,02-14 23:00,공주,0.06715909
4.0,02-17 00:00,공주,0.06709355
4.0,02-17 01:00,공주,0.06702821
4.0,02-17 02:00,공주,0.06696312
4.0,02-17 03:00,공주,0.06689821
4.0,02-17 04:00,공주,0.066833496
4.0,02-17 05:00,공주,0.06676911
4.0,02-17 06:00,공주,0.0667049
4.0,02-17 07:00,공주,0.06664088
4.0,02-17 08:00,공주,0.06657717
4.0,02-17 09:00,공주,0.06651361
4.0,02-17 10:00,공주,0.06645031
4.0,02-17 11:00,공주,0.06638725
4.0,02-17 12:00,공주,0.06632441
4.0,02-17 13:00,공주,0.06626183
4.0,02-17 14:00,공주,0.06619945
4.0,02-17 15:00,공주,0.066137314
4.0,02-17 16:00,공주,0.0660754
