연도,일시,측정소,PM2.5
4.0,01-08 21:00,공주,0.15232144
4.0,01-08 22:00,공주,0.1505289
4.0,01-08 23:00,공주,0.1505289
4.0,01-09 00:00,공주,0.15166555
4.0,01-09 01:00,공주,0.15125953
4.0,01-09 02:00,공주,0.14257364
4.0,01-09 03:00,공주,0.14511526
4.0,01-09 04:00,공주,0.1397374
4.0,01-09 05:00,공주,0.13629009
4.0,01-09 06:00,공주,0.1511402
4.0,01-09 07:00,공주,0.15210561
4.0,01-09 08:00,공주,0.15711223
4.0,01-09 09:00,공주,0.16861932
4.0,01-09 10:00,공주,0.14256112
4.0,01-09 11:00,공주,0.11066763
4.0,01-09 12:00,공주,0.08358159
4.0,01-09 13:00,공주,0.07866713
4.0,01-09 14:00,공주,0.1080794
4.0,01-09 15:00,공주,0.115479074
4.0,01-09 16:00,공주,0.15098423
4.0,01-09 17:00,공주,0.23067105
4.0,01-09 18:00,공주,0.2824483
4.0,01-09 19:00,공주,0.25788862
4.0,01-09 20:00,공주,0.21164358
4.0,01-09 21:00,공주,0.16692752
4.0,01-09 22:00,공주,0.16788542
4.0,01-09 23:00,공주,0.17364533
4.0,01-10 00:00,공주,0.18115696
4.0,01-10 01:00,공주,0.191452
4.0,01-10 02:00,공주,0.19484949
4.0,01-10 03:00,공주,0.19596827
4.0,01-10 04:00,공주,0.19596827
4.0,01-10 05:00,공주,0.19596827
4.0,01-10 06:00,공주,0.18772058
4.0,01-10 07:00,공주,0.17368512
4.0,01-10 08:00,공주,0.15850328
4.0,01-10 09:00,공주,0.15055671
4.0,01-10 10:00,공주,0.14895223
4.0,01-10 11:00,공주,0.121607594
4.0,01-10 12:00,공주,0.11051655
4.0,01-10 13:00,공주,0.089293405
4.0,01-10 14:00,공주,0.06161543
4.0,01-10 15:00,공주,0.05546666
4.0,01-10 16:00,공주,0.049372543
4.0,01-10 17:00,공주,0.051973198
4.0,01-10 18:00,공주,0.056771465
4.0,01-10 19:00,공주,0.056169808
4.0,01-10 20:00,공주,0.05415969
4.0,01-10 21:00,공주,0.051825844
4.0,01-10 22:00,공주,0.057776153
4.0,01-10 23:00,공주,0.05573957
4.0,01-13 00:00,공주,0.05406542
4.0,01-13 01:00,공주,0.06107998
4.0,01-13 02:00,공주,0.05696886
4.0,01-13 03:00,공주,0.05627477
4.0,01-13 04:00,공주,0.07555173
4.0,01-13 05:00,공주,0.083466455
4.0,01-13 06:00,공주,0.07882365
4.0,01-13 07:00,공주,0.08282047
4.0,01-13 08:00,공주,0.08069793
4.0,01-13 09:00,공주,0.096016
4.0,01-13 10:00,공주,0.0797828
4.0,01-13 11:00,공주,0.07161882
4.0,01-13 12:00,공주,0.05740468
4.0,01-13 13:00,공주,0.041155554
4.0,01-13 14:00,공주,0.042524405
4.0,01-13 15:00,공주,0.04513947
4.0,01-13 16:00,공주,0.045652527
4.0,01-13 17:00,공주,0.049002223
4.0,01-13 18:00,공주,0.05317449
4.0,01-13 19:00,공주,0.058605537
4.0,01-13 20:00,공주,0.06867877
4.0,01-13 21:00,공주,0.068811275
4.0,01-13 22:00,공주,0.07441746
4.0,01-13 23:00,공주,0.07597621
4.0,01-14 00:00,공주,0.07799832
4.0,01-14 01:00,공주,0.078699596
4.0,01-14 02:00,공주,0.08115312
4.0,01-14 03:00,공주,0.085076235
4.0,01-14 04:00,공주,0.08386409
4.0,01-14 05:00,공주,0.08959006
4.0,01-14 06:00,공주,0.10070093
4.0,01-14 07:00,공주,0.11865999
4.0,01-14 08:00,공주,0.13259716
4.0,01-14 09:00,공주,0.14293233
4.0,01-14 10:00,공주,0.1459849
4.0,01-14 11:00,공주,0.15579702
4.0,01-14 12:00,공주,0.16482517
4.0,01-14 13:00,공주,0.14676017
4.0,01-14 14:00,공주,0.12265177
4.0,01-14 15:00,공주,0.10832342
4.0,01-14 16:00,공주,0.098915845
4.0,01-14 17:00,공주,0.072209515
4.0,01-14 18:00,공주,0.062302165
4.0,01-14 19:00,공주,0.061758846
4.0,01-14 20:00,공주,0.06111111
4.0,01-14 21:00,공주,0.060785417
4.0,01-14 22:00,공주,0.06172318
4.0,01-14 23:00,공주,0.059325024
4.0,01-15 00:00,공주,0.059740745
4.0,01-15 01:00,공주,0.06015109
4.0,01-15 02:00,공주,0.055901386
4.0,01-15 03:00,공주,0.056071993
4.0,01-15 04:00,공주,0.054895163
4.0,01-15 05:00,공주,0.05810683
4.0,01-15 06:00,공주,0.061492253
4.0,01-15 07:00,공주,0.06913691
4.0,01-15 08:00,공주,0.084442586
4.0,01-15 09:00,공주,0.09042047
4.0,01-15 10:00,공주,0.088874355
4.0,01-15 11:00,공주,0.078820914
4.0,01-15 12:00,공주,0.055186998
4.0,01-15 13:00,공주,0.05694743
4.0,01-15 14:00,공주,0.05914369
4.0,01-15 15:00,공주,0.05196439
4.0,01-15 16:00,공주,0.073743194
4.0,01-15 17:00,공주,0.071660444
4.0,01-15 18:00,공주,0.07318689
4.0,01-15 19:00,공주,0.08065885
4.0,01-15 20:00,공주,0.088352785
4.0,01-15 21:00,공주,0.09799917
4.0,01-15 22:00,공주,0.096727744
4.0,01-15 23:00,공주,0.09744415
4.0,01-18 00:00,공주,0.102854155
4.0,01-18 01:00,공주,0.10766572
4.0,01-18 02:00,공주,0.11382427
4.0,01-18 03:00,공주,0.11063924
4.0,01-18 04:00,공주,0.11272274
4.0,01-18 05:00,공주,0.11797144
4.0,01-18 06:00,공주,0.13202946
4.0,01-18 07:00,공주,0.14430057
4.0,01-18 08:00,공주,0.15185325
4.0,01-18 09:00,공주,0.15994123
4.0,01-18 10:00,공주,0.16807167
4.0,01-18 11:00,공주,0.15405287
4.0,01-18 12:00,공주,0.1304667
4.0,01-18 13:00,공주,0.103087775
4.0,01-18 14:00,공주,0.09687788
4.0,01-18 15:00,공주,0.09640828
4.0,01-18 16:00,공주,0.08922338
4.0,01-18 17:00,공주,0.095030226
4.0,01-18 18:00,공주,0.111757316
4.0,01-18 19:00,공주,0.118500754
4.0,01-18 20:00,공주,0.12721108
4.0,01-18 21:00,공주,0.13002418
4.0,01-18 22:00,공주,0.12704404
4.0,01-18 23:00,공주,0.12986584
4.0,01-19 00:00,공주,0.13015558
4.0,01-19 01:00,공주,0.1466875
4.0,01-19 02:00,공주,0.14532922
4.0,01-19 03:00,공주,0.14442152
4.0,01-19 04:00,공주,0.14138912
4.0,01-19 05:00,공주,0.14114203
4.0,01-19 06:00,공주,0.13859236
4.0,01-19 07:00,공주,0.14402159
4.0,01-19 08:00,공주,0.17779055
4.0,01-19 09:00,공주,0.18359928
4.0,01-19 10:00,공주,0.18139395
4.0,01-19 11:00,공주,0.173694
4.0,01-19 12:00,공주,0.17338696
4.0,01-19 13:00,공주,0.1737411
4.0,01-19 14:00,공주,0.18912289
4.0,01-19 15:00,공주,0.18453483
4.0,01-19 16:00,공주,0.18348178
4.0,01-19 17:00,공주,0.18016657
4.0,01-19 18:00,공주,0.16890019
4.0,01-19 19:00,공주,0.1705513
4.0,01-19 20:00,공주,0.16652249
4.0,01-19 21:00,공주,0.15526758
4.0,01-19 22:00,공주,0.15259789
4.0,01-19 23:00,공주,0.15285012
4.0,01-20 00:00,공주,0.14303191
4.0,01-20 01:00,공주,0.1397792
4.0,01-20 02:00,공주,0.121319376
4.0,01-20 03:00,공주,0.11696432
4.0,01-20 04:00,공주,0.11650177
4.0,01-20 05:00,공주,0.11680227
4.0,01-20 06:00,공주,0.123736314
4.0,01-20 07:00,공주,0.132404
4.0,01-20 08:00,공주,0.13933215
4.0,01-20 09:00,공주,0.13985223
4.0,01-20 10:00,공주,0.15312816
4.0,01-20 11:00,공주,0.14155224
4.0,01-20 12:00,공주,0.12664217
4.0,01-20 13:00,공주,0.11213364
4.0,01-20 14:00,공주,0.108901665
4.0,01-20 15:00,공주,0.113790974
4.0,01-20 16:00,공주,0.12655959
4.0,01-20 17:00,공주,0.13979053
4.0,01-20 18:00,공주,0.15335105
4.0,01-20 19:00,공주,0.15124875
4.0,01-20 20:00,공주,0.15127827
4.0,01-20 21:00,공주,0.15292796
4.0,01-20 22:00,공주,0.15573154
4.0,01-20 23:00,공주,0.15935175
4.0,01-23 00:00,공주,0.15841979
4.0,01-23 01:00,공주,0.15757205
4.0,01-23 02:00,공주,0.15699117
4.0,01-23 03:00,공주,0.14633851
4.0,01-23 04:00,공주,0.12381599
4.0,01-23 05:00,공주,0.11813651
4.0,01-23 06:00,공주,0.10462642
4.0,01-23 07:00,공주,0.09843935
4.0,01-23 08:00,공주,0.08556628
4.0,01-23 09:00,공주,0.07904807
4.0,01-23 10:00,공주,0.071162626
4.0,01-23 11:00,공주,0.042045344
4.0,01-23 12:00,공주,0.02430715
4.0,01-23 13:00,공주,0.023386747
4.0,01-23 14:00,공주,0.019774502
4.0,01-23 15:00,공주,0.014393733
4.0,01-23 16:00,공주,0.020440307
4.0,01-23 17:00,공주,0.03147628
4.0,01-23 18:00,공주,0.039675422
4.0,01-23 19:00,공주,0.041937962
4.0,01-23 20:00,공주,0.041709814
4.0,01-23 21:00,공주,0.041872326
4.0,01-23 22:00,공주,0.04149529
4.0,01-23 23:00,공주,0.042198066
4.0,01-24 00:00,공주,0.045684546
4.0,01-24 01:00,공주,0.04816884
4.0,01-24 02:00,공주,0.047381274
4.0,01-24 03:00,공주,0.045152158
4.0,01-24 04:00,공주,0.045303103
4.0,01-24 05:00,공주,0.04538482
4.0,01-24 06:00,공주,0.047904573
4.0,01-24 07:00,공주,0.051033646
4.0,01-24 08:00,공주,0.051515613
4.0,01-24 09:00,공주,0.062454693
4.0,01-24 10:00,공주,0.04965052
4.0,01-24 11:00,공주,0.037944656
4.0,01-24 12:00,공주,0.037865415
4.0,01-24 13:00,공주,0.027824283
4.0,01-24 14:00,공주,0.024361921
4.0,01-24 15:00,공주,0.025569865
4.0,01-24 16:00,공주,0.030440656
4.0,01-24 17:00,공주,0.035235777
4.0,01-24 18:00,공주,0.058143996
4.0,01-24 19:00,공주,0.05991571
4.0,01-24 20:00,공주,0.06046485
4.0,01-24 21:00,공주,0.063518986
4.0,01-24 22:00,공주,0.068729796
4.0,01-24 23:00,공주,0.068729796
4.0,01-25 00:00,공주,0.06711892
4.0,01-25 01:00,공주,0.06775331
4.0,01-25 02:00,공주,0.06731711
4.0,01-25 03:00,공주,0.06731711
4.0,01-25 04:00,공주,0.06591032
4.0,01-25 05:00,공주,0.06591032
4.0,01-25 06:00,공주,0.068135746
4.0,01-25 07:00,공주,0.07237131
4.0,01-25 08:00,공주,0.07212814
4.0,01-25 09:00,공주,0.07440234
4.0,01-25 10:00,공주,0.069257505
4.0,01-25 11:00,공주,0.05849029
4.0,01-25 12:00,공주,0.054160066
4.0,01-25 13:00,공주,0.053964846
4.0,01-25 14:00,공주,0.054142814
4.0,01-25 15:00,공주,0.052694805
4.0,01-25 16:00,공주,0.052622933
4.0,01-25 17:00,공주,0.05386952
4.0,01-25 18:00,공주,0.060808815
4.0,01-25 19:00,공주,0.06907311
4.0,01-25 20:00,공주,0.0730367
4.0,01-25 21:00,공주,0.08605901
4.0,01-25 22:00,공주,0.08605901
4.0,01-25 23:00,공주,0.08616169
4.0,01-28 00:00,공주,0.08616169
4.0,01-28 01:00,공주,0.08779293
4.0,01-28 02:00,공주,0.08680679
4.0,01-28 03:00,공주,0.08217787
4.0,01-28 04:00,공주,0.08881855
4.0,01-28 05:00,공주,0.09187603
4.0,01-28 06:00,공주,0.09209484
4.0,01-28 07:00,공주,0.09867551
4.0,01-28 08:00,공주,0.102471955
4.0,01-28 09:00,공주,0.10302298
4.0,01-28 10:00,공주,0.09758866
4.0,01-28 11:00,공주,0.0931602
4.0,01-28 12:00,공주,0.09524505
4.0,01-28 13:00,공주,0.093393065
4.0,01-28 14:00,공주,0.09539891
4.0,01-28 15:00,공주,0.09539891
4.0,01-28 16:00,공주,0.08520573
4.0,01-28 17:00,공주,0.084313415
4.0,01-28 18:00,공주,0.084313415
4.0,01-28 19:00,공주,0.084313415
4.0,01-28 20:00,공주,0.083851494
4.0,01-28 21:00,공주,0.09476727
4.0,01-28 22:00,공주,0.09811032
4.0,01-28 23:00,공주,0.1175744
4.0,01-29 00:00,공주,0.12948394
4.0,01-29 01:00,공주,0.141701
4.0,01-29 02:00,공주,0.13180035
4.0,01-29 03:00,공주,0.12906225
4.0,01-29 04:00,공주,0.12693062
4.0,01-29 05:00,공주,0.10791094
4.0,01-29 06:00,공주,0.09374855
4.0,01-29 07:00,공주,0.09757153
4.0,01-29 08:00,공주,0.09531474
4.0,01-29 09:00,공주,0.0854951
4.0,01-29 10:00,공주,0.0803006
4.0,01-29 11:00,공주,0.061566263
4.0,01-29 12:00,공주,0.060892332
4.0,01-29 13:00,공주,0.06090753
4.0,01-29 14:00,공주,0.06580688
4.0,01-29 15:00,공주,0.06531785
4.0,01-29 16:00,공주,0.06531785
4.0,01-29 17:00,공주,0.06531785
4.0,01-29 18:00,공주,0.07194661
4.0,01-29 19:00,공주,0.07547258
4.0,01-29 20:00,공주,0.080906615
4.0,01-29 21:00,공주,0.08152717
4.0,01-29 22:00,공주,0.081172034
4.0,01-29 23:00,공주,0.08179208
4.0,01-30 00:00,공주,0.08343773
4.0,01-30 01:00,공주,0.08343773
4.0,01-30 02:00,공주,0.08520509
4.0,01-30 03:00,공주,0.08461397
4.0,01-30 04:00,공주,0.08461397
4.0,01-30 05:00,공주,0.0840111
4.0,01-30 06:00,공주,0.089095734
4.0,01-30 07:00,공주,0.09733211
4.0,01-30 08:00,공주,0.10260275
4.0,01-30 09:00,공주,0.10260275
4.0,01-30 10:00,공주,0.09049
4.0,01-30 11:00,공주,0.08471176
4.0,01-30 12:00,공주,0.07755577
4.0,01-30 13:00,공주,0.07558205
4.0,01-30 14:00,공주,0.061406575
4.0,01-30 15:00,공주,0.05471701
4.0,01-30 16:00,공주,0.049168985
4.0,01-30 17:00,공주,0.04662544
4.0,01-30 18:00,공주,0.04508384
4.0,01-30 19:00,공주,0.044916335
4.0,01-30 20:00,공주,0.040072728
4.0,01-30 21:00,공주,0.042855784
4.0,01-30 22:00,공주,0.04417538
4.0,01-30 23:00,공주,0.044530086
4.0,02-02 00:00,공주,0.04600576
4.0,02-02 01:00,공주,0.046102937
4.0,02-02 02:00,공주,0.04579754
4.0,02-02 03:00,공주,0.04579754
4.0,02-02 04:00,공주,0.04589772
4.0,02-02 05:00,공주,0.045643356
4.0,02-02 06:00,공주,0.050845433
4.0,02-02 07:00,공주,0.04732016
4.0,02-02 08:00,공주,0.05589623
4.0,02-02 09:00,공주,0.05105184
4.0,02-02 10:00,공주,0.05373033
4.0,02-02 11:00,공주,0.052815672
4.0,02-02 12:00,공주,0.036996495
4.0,02-02 13:00,공주,0.03935239
4.0,02-02 14:00,공주,0.037576176
4.0,02-02 15:00,공주,0.038646698
4.0,02-02 16:00,공주,0.04675995
4.0,02-02 17:00,공주,0.047391996
4.0,02-02 18:00,공주,0.059901327
4.0,02-02 19:00,공주,0.060518775
4.0,02-02 20:00,공주,0.061044194
4.0,02-02 21:00,공주,0.060375508
4.0,02-02 22:00,공주,0.060375508
4.0,02-02 23:00,공주,0.06449414
4.0,02-03 00:00,공주,0.064203255
4.0,02-03 01:00,공주,0.07175933
4.0,02-03 02:00,공주,0.07268158
4.0,02-03 03:00,공주,0.07302028
4.0,02-03 04:00,공주,0.08052896
4.0,02-03 05:00,공주,0.086069085
4.0,02-03 06:00,공주,0.08744731
4.0,02-03 07:00,공주,0.092795506
4.0,02-03 08:00,공주,0.10576737
4.0,02-03 09:00,공주,0.10905894
4.0,02-03 10:00,공주,0.114252865
4.0,02-03 11:00,공주,0.122391485
4.0,02-03 12:00,공주,0.1671605
4.0,02-03 13:00,공주,0.1795834
4.0,02-03 14:00,공주,0.1778838
4.0,02-03 15:00,공주,0.17554206
4.0,02-03 16:00,공주,0.13108675
4.0,02-03 17:00,공주,0.12880452
4.0,02-03 18:00,공주,0.13158217
4.0,02-03 19:00,공주,0.13070838
4.0,02-03 20:00,공주,0.13194409
4.0,02-03 21:00,공주,0.13630892
4.0,02-03 22:00,공주,0.13844477
4.0,02-03 23:00,공주,0.13983648
4.0,02-04 00:00,공주,0.13454954
4.0,02-04 01:00,공주,0.13439201
4.0,02-04 02:00,공주,0.13310875
4.0,02-04 03:00,공주,0.13563164
4.0,02-04 04:00,공주,0.12973824
4.0,02-04 05:00,공주,0.1315457
4.0,02-04 06:00,공주,0.13397415
4.0,02-04 07:00,공주,0.13804494
4.0,02-04 08:00,공주,0.14668427
4.0,02-04 09:00,공주,0.14840154
4.0,02-04 10:00,공주,0.13899745
4.0,02-04 11:00,공주,0.12920706
4.0,02-04 12:00,공주,0.1138765
4.0,02-04 13:00,공주,0.097466126
4.0,02-04 14:00,공주,0.07155016
4.0,02-04 15:00,공주,0.06903342
4.0,02-04 16:00,공주,0.068100914
4.0,02-04 17:00,공주,0.078913026
4.0,02-04 18:00,공주,0.089618005
4.0,02-04 19:00,공주,0.10076289
4.0,02-04 20:00,공주,0.097522125
4.0,02-04 21:00,공주,0.10343481
4.0,02-04 22:00,공주,0.09875489
4.0,02-04 23:00,공주,0.09853426
4.0,02-07 00:00,공주,0.09853426
4.0,02-07 01:00,공주,0.0977326
4.0,02-07 02:00,공주,0.08493952
4.0,02-07 03:00,공주,0.087690614
4.0,02-07 04:00,공주,0.078367636
4.0,02-07 05:00,공주,0.07993522
4.0,02-07 06:00,공주,0.08766651
4.0,02-07 07:00,공주,0.09452368
4.0,02-07 08:00,공주,0.1012871
4.0,02-07 09:00,공주,0.124291345
4.0,02-07 10:00,공주,0.14642633
4.0,02-07 11:00,공주,0.18301244
4.0,02-07 12:00,공주,0.22566733
4.0,02-07 13:00,공주,0.2641389
4.0,02-07 14:00,공주,0.31127143
4.0,02-07 15:00,공주,0.3554515
4.0,02-07 16:00,공주,0.36243612
4.0,02-07 17:00,공주,0.3690592
4.0,02-07 18:00,공주,0.3578792
4.0,02-07 19:00,공주,0.36593327
4.0,02-07 20:00,공주,0.31059796
4.0,02-07 21:00,공주,0.24974294
4.0,02-07 22:00,공주,0.19709878
4.0,02-07 23:00,공주,0.12217176
4.0,02-08 00:00,공주,0.121554576
4.0,02-08 01:00,공주,0.109491765
4.0,02-08 02:00,공주,0.10611988
4.0,02-08 03:00,공주,0.08072853
4.0,02-08 04:00,공주,0.08297401
4.0,02-08 05:00,공주,0.07472394
4.0,02-08 06:00,공주,0.06543556
4.0,02-08 07:00,공주,0.06480933
4.0,02-08 08:00,공주,0.064138934
4.0,02-08 09:00,공주,0.0588959
4.0,02-08 10:00,공주,0.056084476
4.0,02-08 11:00,공주,0.055123087
4.0,02-08 12:00,공주,0.057705168
4.0,02-08 13:00,공주,0.05842001
4.0,02-08 14:00,공주,0.062334377
4.0,02-08 15:00,공주,0.06302194
4.0,02-08 16:00,공주,0.06706922
4.0,02-08 17:00,공주,0.06706922
4.0,02-08 18:00,공주,0.067131184
4.0,02-08 19:00,공주,0.06695053
4.0,02-08 20:00,공주,0.066763826
4.0,02-08 21:00,공주,0.06535243
4.0,02-08 22:00,공주,0.06657793
4.0,02-08 23:00,공주,0.07129099
4.0,02-09 00:00,공주,0.07347962
4.0,02-09 01:00,공주,0.076417185
4.0,02-09 02:00,공주,0.075673744
4.0,02-09 03:00,공주,0.07019057
4.0,02-09 04:00,공주,0.07046558
4.0,02-09 05:00,공주,0.071951486
4.0,02-09 06:00,공주,0.07508694
4.0,02-09 07:00,공주,0.08644663
4.0,02-09 08:00,공주,0.089711264
4.0,02-09 09:00,공주,0.09113021
4.0,02-09 10:00,공주,0.074186124
4.0,02-09 11:00,공주,0.062412065
4.0,02-09 12:00,공주,0.060324736
4.0,02-09 13:00,공주,0.05882879
4.0,02-09 14:00,공주,0.058933996
4.0,02-09 15:00,공주,0.06159677
4.0,02-09 16:00,공주,0.05798149
4.0,02-09 17:00,공주,0.06829727
4.0,02-09 18:00,공주,0.06829727
4.0,02-09 19:00,공주,0.076848745
4.0,02-09 20:00,공주,0.07865781
4.0,02-09 21:00,공주,0.07865781
4.0,02-09 22:00,공주,0.0845666
4.0,02-09 23:00,공주,0.09905434
4.0,02-12 00:00,공주,0.10509338
4.0,02-12 01:00,공주,0.110047065
4.0,02-12 02:00,공주,0.1099377
4.0,02-12 03:00,공주,0.10904774
4.0,02-12 04:00,공주,0.09141492
4.0,02-12 05:00,공주,0.07114124
4.0,02-12 06:00,공주,0.066050984
4.0,02-12 07:00,공주,0.057880223
4.0,02-12 08:00,공주,0.057880223
4.0,02-12 09:00,공주,0.05781478
4.0,02-12 10:00,공주,0.046886206
4.0,02-12 11:00,공주,0.04486266
4.0,02-12 12:00,공주,0.04438525
4.0,02-12 13:00,공주,0.043760534
4.0,02-12 14:00,공주,0.04055771
4.0,02-12 15:00,공주,0.042399965
4.0,02-12 16:00,공주,0.045482676
4.0,02-12 17:00,공주,0.04621251
4.0,02-12 18:00,공주,0.057017833
4.0,02-12 19:00,공주,0.06385772
4.0,02-12 20:00,공주,0.06525361
4.0,02-12 21:00,공주,0.06567509
4.0,02-12 22:00,공주,0.06567509
4.0,02-12 23:00,공주,0.065072566
4.0,02-13 00:00,공주,0.071107194
4.0,02-13 01:00,공주,0.07558815
4.0,02-13 02:00,공주,0.075613774
4.0,02-13 03:00,공주,0.07276693
4.0,02-13 04:00,공주,0.072527066
4.0,02-13 05:00,공주,0.078629516
4.0,02-13 06:00,공주,0.07992068
4.0,02-13 07:00,공주,0.09327266
4.0,02-13 08:00,공주,0.09669432
4.0,02-13 09:00,공주,0.105696976
4.0,02-13 10:00,공주,0.10007598
4.0,02-13 11:00,공주,0.08160798
4.0,02-13 12:00,공주,0.064524285
4.0,02-13 13:00,공주,0.05343224
4.0,02-13 14:00,공주,0.047454417
4.0,02-13 15:00,공주,0.047333494
4.0,02-13 16:00,공주,0.048890773
4.0,02-13 17:00,공주,0.046521254
4.0,02-13 18:00,공주,0.050663
4.0,02-13 19:00,공주,0.059037384
4.0,02-13 20:00,공주,0.061838
4.0,02-13 21:00,공주,0.064859584
4.0,02-13 22:00,공주,0.06434322
4.0,02-13 23:00,공주,0.07506789
4.0,02-14 00:00,공주,0.07080054
4.0,02-14 01:00,공주,0.06815979
4.0,02-14 02:00,공주,0.06502081
4.0,02-14 03:00,공주,0.050865084
4.0,02-14 04:00,공주,0.057369363
4.0,02-14 05:00,공주,0.07552172
4.0,02-14 06:00,공주,0.09480678
4.0,02-14 07:00,공주,0.109864086
4.0,02-14 08:00,공주,0.11941439
4.0,02-14 09:00,공주,0.11837206
4.0,02-14 10:00,공주,0.12714054
4.0,02-14 11:00,공주,0.13720989
4.0,02-14 12:00,공주,0.16687949
4.0,02-14 13:00,공주,0.18945198
4.0,02-14 14:00,공주,0.20042332
4.0,02-14 15:00,공주,0.20863347
4.0,02-14 16:00,공주,0.21277907
4.0,02-14 17:00,공주,0.21528837
4.0,02-14 18:00,공주,0.22394544
4.0,02-14 19:00,공주,0.22318906
4.0,02-14 20:00,공주,0.22327809
4.0,02-14 21:00,공주,0.22604278
4.0,02-14 22:00,공주,0.22783463
4.0,02-14 23:00,공주,0.22834462
4.0,02-17 00:00,공주,0.23253311
4.0,02-17 01:00,공주,0.2496617
4.0,02-17 02:00,공주,0.25312322
4.0,02-17 03:00,공주,0.25300002
4.0,02-17 04:00,공주,0.25300002
4.0,02-17 05:00,공주,0.25338122
4.0,02-17 06:00,공주,0.25557083
4.0,02-17 07:00,공주,0.25917792
4.0,02-17 08:00,공주,0.26489124
4.0,02-17 09:00,공주,0.28148896
4.0,02-17 10:00,공주,0.29096636
4.0,02-17 11:00,공주,0.3222847
4.0,02-17 12:00,공주,0.28861812
4.0,02-17 13:00,공주,0.27684388
4.0,02-17 14:00,공주,0.1960856
4.0,02-17 15:00,공주,0.13978688
4.0,02-17 16:00,공주,0.1300957
